id,strand,fiveseen,polyAseen,threeseen,fiveend,polyAend,threeend,primer,chimera
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/2196/923_56_CCS,-,1,1,1,32,899,926,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/2204/31_820_CCS,+,1,1,1,31,820,847,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/2217/687_151_CCS,-,1,1,1,30,566,688,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/2222/31_658_CCS,+,1,1,1,31,658,702,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/2227/1142_54_CCS,-,1,1,1,31,1119,1146,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/2239/29_1249_CCS,+,1,1,1,29,1249,1274,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/2240/31_1441_CCS,+,1,1,1,31,1441,1466,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/2241/1061_57_CCS,-,1,1,1,31,1035,1063,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/2244/31_1329_CCS,+,1,1,1,31,1329,1538,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/2251/32_540_CCS,+,1,1,1,32,540,566,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/2283/931_59_CCS,-,1,1,1,31,903,933,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/2304/30_1170_CCS,+,1,1,1,30,1170,1202,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/2308/31_1879_CCS,+,1,1,1,31,1879,1904,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/2315/2168_57_CCS,-,1,1,1,27,2138,2166,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/2317/31_798_CCS,+,1,1,1,31,798,825,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/2326/950_94_CCS,-,1,1,1,38,894,953,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/2335/31_1381_CCS,+,1,1,1,31,1381,1411,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/2339/31_1209_CCS,+,1,1,1,31,1209,1238,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/2343/2950_56_CCS,-,1,1,1,28,2922,2950,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/2352/31_598_CCS,+,1,1,1,31,598,674,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/2366/1104_59_CCS,-,1,1,1,32,1077,1108,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/2388/1261_59_CCS,-,1,1,1,31,1233,1263,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/2393/31_1405_CCS,+,1,1,1,31,1405,1435,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/2411/925_56_CCS,-,1,1,1,31,900,927,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/2415/2056_62_CCS,-,1,1,1,30,2024,2055,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/2416/31_1958_CCS,+,1,1,1,31,1958,1986,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/2420/3395_91_CCS,-,1,1,1,30,3334,3396,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/2434/32_2675_CCS,+,1,1,1,32,2675,2693,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/2440/1526_59_CCS,-,1,1,1,31,1498,1528,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/2458/1395_60_CCS,-,1,1,1,31,1366,1397,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/2470/791_62_CCS,-,1,1,1,30,759,792,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/2481/720_57_CCS,-,1,1,1,30,693,721,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/2491/2305_57_CCS,-,1,1,1,30,2278,2306,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/2498/2200_101_CCS,-,1,1,1,32,2131,2203,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/2499/31_2909_CCS,+,1,1,1,31,2909,2936,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/2506/32_904_CCS,+,1,1,1,32,904,931,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/2514/326_59_CCS,-,1,1,1,30,297,327,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/2521/896_55_CCS,-,1,1,1,31,872,898,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/2532/1255_57_CCS,-,1,1,1,31,1229,1257,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/2543/31_1049_CCS,+,1,1,1,31,1049,1083,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/2552/1868_63_CCS,-,1,1,1,31,1836,1865,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/2553/1732_100_CCS,-,1,1,1,33,1665,1736,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/2564/1987_60_CCS,-,1,1,1,29,1956,1987,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/2576/31_923_CCS,+,1,1,1,31,923,951,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/2578/916_56_CCS,-,1,1,1,30,890,917,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/2579/32_695_CCS,+,1,1,1,32,695,734,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/2580/1194_54_CCS,-,1,1,1,29,1169,1194,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/2590/322_56_CCS,-,1,1,1,31,297,324,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/2596/1002_55_CCS,-,1,1,1,31,978,1004,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/2597/31_535_CCS,+,1,1,1,31,535,612,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/2598/3084_111_CCS,-,1,1,1,31,3004,3086,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/2638/30_1480_CCS,+,1,1,1,30,1480,1505,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/2642/1099_57_CCS,-,1,1,1,31,1073,1101,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/2653/761_107_CCS,-,1,1,1,29,683,761,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/2655/33_6649_CCS,+,1,1,1,33,6649,6673,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/2659/1150_62_CCS,-,1,1,1,31,1119,1152,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/2666/456_56_CCS,-,1,1,1,30,430,457,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/2677/1340_58_CCS,-,1,1,1,31,1313,1342,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/2680/30_489_CCS,+,1,1,1,30,489,514,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/2689/2264_58_CCS,-,1,1,1,31,2237,2266,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/2695/31_1169_CCS,+,1,1,1,31,1169,1195,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/2697/43_1338_CCS,+,1,1,1,43,1338,1367,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/2700/1096_57_CCS,-,1,1,1,30,1069,1097,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/2705/1309_57_CCS,-,1,1,1,30,1282,1310,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/2717/1130_55_CCS,-,1,1,1,31,1106,1131,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/2721/30_1146_CCS,+,1,1,1,30,1146,1221,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/2723/956_108_CCS,-,1,1,1,30,878,957,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/2728/1978_56_CCS,-,1,1,1,30,1952,1979,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/2763/30_2498_CCS,+,1,1,1,30,2498,2529,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/2764/1834_53_CCS,-,1,1,1,31,1812,1837,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/2780/31_612_CCS,+,1,1,1,31,612,719,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/2796/31_2184_CCS,+,1,1,1,31,2184,2212,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/2815/31_1023_CCS,+,1,1,1,31,1023,1056,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/2821/986_68_CCS,-,1,1,1,32,950,989,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/2832/31_929_CCS,+,1,1,1,31,929,957,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/2858/31_1842_CCS,+,1,1,1,31,1842,1870,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/2870/31_727_CCS,+,1,1,1,31,727,757,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/2873/613_58_CCS,-,1,1,1,31,586,615,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/2879/31_832_CCS,+,1,1,1,31,832,859,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/2880/31_1519_CCS,+,1,1,1,31,1519,1546,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/2903/964_55_CCS,-,1,1,1,27,936,962,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/2914/1097_61_CCS,-,1,1,1,30,1066,1098,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/2919/591_55_CCS,-,1,1,1,31,567,595,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/2927/901_58_CCS,-,1,1,1,31,874,903,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/2928/742_92_CCS,-,1,1,1,31,681,744,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/2933/31_537_CCS,+,1,1,1,31,537,565,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/2937/934_53_CCS,-,1,1,1,30,911,935,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/2946/1323_69_CCS,-,1,1,1,30,1284,1324,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/2947/31_537_CCS,+,1,1,1,31,537,564,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/2961/1890_56_CCS,-,1,1,1,30,1864,1891,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/2977/918_53_CCS,-,1,1,1,31,896,920,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/2984/32_1608_CCS,+,1,1,1,32,1608,1635,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/2986/32_876_CCS,+,1,1,1,32,876,900,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/2994/1166_61_CCS,-,1,1,1,30,1135,1167,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/3003/30_1543_CCS,+,1,1,1,30,1543,1568,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/3004/30_1798_CCS,+,1,1,1,30,1798,1828,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/3008/1533_62_CCS,-,1,1,1,29,1500,1533,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/3029/680_62_CCS,-,1,1,1,31,649,682,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/3057/1103_55_CCS,-,1,1,1,27,1075,1101,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/3072/34_1342_CCS,+,1,1,1,34,1342,1445,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/3073/690_56_CCS,-,1,1,1,30,664,691,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/3074/31_1882_CCS,+,1,1,1,31,1882,1909,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/3078/822_55_CCS,-,1,1,1,31,798,824,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/3081/32_1852_CCS,+,1,1,1,32,1852,1876,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/3098/30_739_CCS,+,1,1,1,30,739,762,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/3101/31_972_CCS,+,1,1,1,31,972,1108,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/3109/30_1072_CCS,+,1,1,1,30,1072,1100,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/3115/31_728_CCS,+,1,1,1,31,728,755,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/3117/30_651_CCS,+,1,1,1,30,651,681,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/3121/31_2367_CCS,+,1,1,1,31,2367,2396,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/3123/837_60_CCS,-,1,1,1,31,808,839,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/3153/31_1698_CCS,+,1,1,1,31,1698,1727,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/3155/2337_119_CCS,-,1,1,1,26,2244,2334,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/3163/1907_61_CCS,-,1,1,1,27,1873,1905,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/3172/838_59_CCS,-,1,1,1,31,810,840,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/3182/31_1348_CCS,+,1,1,1,31,1348,1378,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/3224/31_1071_CCS,+,1,1,1,31,1071,1098,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/3234/1670_58_CCS,-,1,1,1,30,1642,1671,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/3251/720_56_CCS,-,1,1,1,31,695,722,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/3263/1102_56_CCS,-,1,1,1,31,1077,1104,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/3271/30_773_CCS,+,1,1,1,30,773,801,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/3289/27_1156_CCS,+,1,1,1,27,1156,1184,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/3293/1626_52_CCS,-,1,1,1,44,1618,1641,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/3314/1332_58_CCS,-,1,1,1,31,1305,1334,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/3321/1142_54_CCS,-,1,1,1,31,1119,1144,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/3326/610_57_CCS,-,1,1,1,31,584,612,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/3327/2129_58_CCS,-,1,1,1,31,2102,2131,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/3337/1432_60_CCS,-,1,1,1,31,1403,1433,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/3340/1746_115_CCS,-,1,1,1,31,1662,1748,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/3352/42_894_CCS,+,1,1,1,42,894,919,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/3358/1641_62_CCS,-,1,1,1,31,1610,1642,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/3359/30_870_CCS,+,1,1,1,30,870,897,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/3364/30_738_CCS,+,1,1,1,30,738,766,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/3385/1789_59_CCS,-,1,1,1,31,1761,1791,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/3391/1077_57_CCS,-,1,1,1,31,1051,1079,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/3393/2436_57_CCS,-,1,1,1,32,2411,2439,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/3397/31_1186_CCS,+,1,1,1,31,1186,1212,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/3403/33_2130_CCS,+,1,1,1,33,2130,2163,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/3407/31_1081_CCS,+,1,1,1,31,1081,1109,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/3411/606_56_CCS,-,1,1,1,30,580,607,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/3415/1943_59_CCS,-,1,1,1,31,1915,1945,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/3421/28_787_CCS,+,1,1,1,28,787,814,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/3431/31_1073_CCS,+,1,1,1,31,1073,1097,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/3438/39_562_CCS,+,1,1,1,39,562,587,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/3439/31_1299_CCS,+,1,1,1,31,1299,1331,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/3472/31_948_CCS,+,1,1,1,31,948,1018,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/3473/31_994_CCS,+,1,1,1,31,994,1021,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/3493/1109_60_CCS,-,1,1,1,32,1081,1109,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/3494/31_1500_CCS,+,1,1,1,31,1500,1527,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/3495/1030_62_CCS,-,1,1,1,50,1018,1049,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/3498/1827_71_CCS,-,1,1,1,30,1786,1828,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/3516/31_1098_CCS,+,1,1,1,31,1098,1124,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/3524/3050_57_CCS,-,1,1,1,31,3024,3052,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/3533/1150_57_CCS,-,1,1,1,31,1124,1152,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/3537/31_1152_CCS,+,1,1,1,31,1152,1228,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/3553/2059_56_CCS,-,1,1,1,30,2033,2060,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/3556/1001_60_CCS,-,1,1,1,31,972,1003,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/3571/575_56_CCS,-,1,1,1,30,549,576,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/3579/881_55_CCS,-,1,1,1,31,857,883,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/3580/2085_111_CCS,-,1,1,1,31,2005,2087,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/3584/1377_55_CCS,-,1,1,1,31,1353,1379,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/3592/31_712_CCS,+,1,1,1,31,712,790,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/3594/1375_90_CCS,-,1,1,1,31,1316,1377,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/3599/887_57_CCS,-,1,1,1,31,861,889,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/3603/4822_57_CCS,-,1,1,1,30,4795,4824,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/3621/1409_62_CCS,-,1,1,1,31,1378,1411,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/3623/598_71_CCS,-,1,1,1,31,558,586,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/3647/31_1072_CCS,+,1,1,1,31,1072,1098,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/3669/30_2364_CCS,+,1,1,1,30,2364,2391,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/3676/1567_61_CCS,-,1,1,1,33,1539,1569,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/3680/1187_56_CCS,-,1,1,1,31,1162,1189,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/3695/1267_66_CCS,-,1,1,1,31,1232,1271,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/3697/31_1228_CCS,+,1,1,1,31,1228,1257,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/3698/1938_58_CCS,-,1,1,1,31,1911,1940,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/3715/31_795_CCS,+,1,1,1,31,795,824,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/3718/2296_60_CCS,-,1,1,1,31,2267,2298,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/3726/29_1934_CCS,+,1,1,1,29,1934,1960,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/3730/31_1524_CCS,+,1,1,1,31,1524,1551,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/3732/1179_57_CCS,-,1,1,1,31,1153,1181,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/3736/31_946_CCS,+,1,1,1,31,946,973,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/3739/1956_106_CCS,-,1,1,1,31,1881,1958,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/3757/1097_57_CCS,-,1,1,1,31,1071,1099,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/3761/1242_67_CCS,-,1,1,1,31,1206,1239,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/3780/31_2794_CCS,+,1,1,1,31,2794,2890,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/3788/32_1373_CCS,+,1,1,1,32,1373,1400,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/3828/31_1072_CCS,+,1,1,1,31,1072,1100,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/3830/2015_60_CCS,-,1,1,1,42,1997,2023,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/3847/1456_57_CCS,-,1,1,1,31,1430,1458,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/3851/31_1512_CCS,+,1,1,1,31,1512,1540,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/3855/31_841_CCS,+,1,1,1,31,841,869,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/3859/31_1020_CCS,+,1,1,1,31,1020,1052,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/3865/31_606_CCS,+,1,1,1,31,606,632,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/3880/31_2599_CCS,+,1,1,1,31,2599,2630,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/3884/31_1737_CCS,+,1,1,1,31,1737,1763,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/3902/1220_52_CCS,-,1,1,1,31,1199,1222,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/3931/31_913_CCS,+,1,1,1,31,913,942,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/3941/1334_56_CCS,-,1,1,1,31,1309,1336,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/3949/44_1526_CCS,+,1,1,1,44,1526,1557,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/3951/866_59_CCS,-,1,1,1,35,842,872,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/3952/1909_60_CCS,-,1,1,1,40,1889,1919,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/3960/2096_54_CCS,-,1,1,1,27,2069,2094,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/3968/32_3281_CCS,+,1,1,1,32,3281,3313,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/3972/30_758_CCS,+,1,1,1,30,758,785,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/3976/1530_56_CCS,-,1,1,1,30,1504,1531,1,0
m150801_154235_42161_c100752771910000001823158607081563_s1_p0/3977/2226_114_CCS,-,1,1,1,31,2143,2228,1,0
